img_828,0.5954631379962193
img_800,0.6685425685425685
img_814,0.3769230769230769
img_815,0.6745576279292205
img_801,0.6639344262295082
img_829,0.5857740585774058
img_817,0.45161290322580644
img_803,0.5654340414371886
img_802,0.5496894409937888
img_816,0.4649954832881662
img_812,0.7228022903334456
img_806,0.5188461538461538
img_807,0
img_807,0.7544731610337972
img_813,0.623614663256607
img_805,0.5432312728673214
img_811,0.5913897280966768
img_839,0.4420731707317073
img_838,0.5740589198036007
img_810,0
img_810,0.6452550355747069
img_804,0.4454209065679926
img_863,0.5825242718446602
img_876,0.4678638941398866
img_862,0.6812674743709226
img_848,0.4759793052475979
img_874,0.5681165820269375
img_860,0.4909520062942565
img_861,0.6686281721221037
img_875,0.3970223325062035
img_875,0.37646402677077523
img_849,0.4432605221097496
img_865,0.447887323943662
img_859,0.6802545579635363
img_858,0.6066914498141264
img_864,0.6255728689275893
img_864,0
img_870,0.5432807269249164
img_866,0.6431784107946027
img_872,0.7919003115264798
img_873,0.28222996515679444
img_867,0.2030264817150063
img_881,0.36133694670280037
img_842,0.622155431515672
img_856,0.41968911917098445
img_857,0.32620320855614976
img_843,0.5683229813664596
img_880,0.7144708073528221
img_869,0.5349794238683128
img_855,0.4120707596253902
img_841,0.4771516680684048
img_840,0.594535519125683
img_854,0.5340401785714286
img_868,0.501890359168242
img_887,0.3860759493670886
img_850,0.5821052631578948
img_844,0.423963133640553
img_878,0.5247813411078717
img_879,0.4529616724738676
img_845,0.6030769230769231
img_851,0.44021739130434784
img_886,0.4701561065197429
img_886,0.5191935483870967
img_847,0.5148914689550732
img_853,0.7533823529411765
img_852,0.5046728971962616
img_852,0
img_846,0.4738675958188153
img_885,0.5930434782608696
img_809,0.546538588936734
img_821,0.47329276538201487
img_835,0.38341968911917096
img_835,0.5072463768115942
img_834,0.6530612244897959
img_820,0.6870163370593293
img_808,0
img_836,0.4602272727272727
img_822,0.5840597758405978
img_823,0.6309278350515464
img_837,0.5463414634146342
img_833,0.2649804275820536
img_827,0.5773781353525793
img_826,0.7721674876847291
img_832,0.5318230852211435
img_824,0.5166666666666667
img_830,0.3742911153119093
img_818,0.5666666666666667
img_819,0.4559139784946237
img_831,0.46296296296296297
img_825,0.706824247045368
img_825,0
